lap,driverId,constructorId,circuitId,milliseconds,grid,lap_time_sec,weather_condition,raceId,season
16,oca,alpine,suzuka,95266,6,95.26625579688611,dry,4,2024
17,oca,alpine,suzuka,95313,6,95.31380232170727,dry,4,2024
18,oca,alpine,suzuka,95431,6,95.43151967657035,dry,4,2024
19,oca,alpine,suzuka,95614,6,95.61486574784786,dry,4,2024
20,oca,alpine,suzuka,95525,6,95.52575257044866,dry,4,2024
21,oca,alpine,suzuka,95494,6,95.49453059314149,dry,4,2024
22,oca,alpine,suzuka,95724,6,95.72444683144627,dry,4,2024
23,oca,alpine,suzuka,95656,6,95.65667223833975,dry,4,2024
24,oca,alpine,suzuka,95818,6,95.81838503629211,dry,4,2024
25,oca,alpine,suzuka,95808,6,95.80867563545164,dry,4,2024
26,oca,alpine,suzuka,95902,6,95.90203383994368,dry,4,2024
27,oca,alpine,suzuka,95844,6,95.84419297092647,dry,4,2024
28,oca,alpine,suzuka,95909,6,95.90958340647704,dry,4,2024
29,oca,alpine,suzuka,95944,6,95.94419953911154,dry,4,2024
30,oca,alpine,suzuka,96125,6,96.12510296392665,dry,4,2024
31,oca,alpine,suzuka,96151,6,96.1513539667934,dry,4,2024
32,oca,alpine,suzuka,96240,6,96.24051996302086,dry,4,2024
33,oca,alpine,suzuka,96204,6,96.2041475989782,dry,4,2024
34,oca,alpine,suzuka,96214,6,96.21425728018178,dry,4,2024
35,oca,alpine,suzuka,96261,6,96.26187454195782,dry,4,2024
36,oca,alpine,suzuka,96385,6,96.38570766547214,dry,4,2024
37,oca,alpine,suzuka,96414,6,96.41472423437045,dry,4,2024
38,oca,alpine,suzuka,96315,6,96.31530805866542,dry,4,2024
39,oca,alpine,suzuka,96471,6,96.47145770000903,dry,4,2024
40,oca,alpine,suzuka,96520,6,96.52035594917021,dry,4,2024
41,oca,alpine,suzuka,96559,6,96.55970849754426,dry,4,2024
42,oca,alpine,suzuka,96552,6,96.55275665970133,dry,4,2024
43,oca,alpine,suzuka,96782,6,96.78295017273759,dry,4,2024
44,oca,alpine,suzuka,96793,6,96.79331866003525,dry,4,2024
45,oca,alpine,suzuka,96823,6,96.8232524878149,dry,4,2024
46,oca,alpine,suzuka,96717,6,96.71780581339694,dry,4,2024
47,oca,alpine,suzuka,96825,6,96.82554022162601,dry,4,2024
48,oca,alpine,suzuka,96717,6,96.717541490481,dry,4,2024
49,oca,alpine,suzuka,96816,6,96.81617957236276,dry,4,2024
50,oca,alpine,suzuka,96803,6,96.80308441203638,dry,4,2024
51,oca,alpine,suzuka,96787,6,96.78786730838453,dry,4,2024
52,oca,alpine,suzuka,96793,6,96.79327974535136,dry,4,2024
53,oca,alpine,suzuka,96755,6,96.7552785071891,dry,4,2024
54,oca,alpine,suzuka,96706,6,96.70643135540952,dry,4,2024
55,oca,alpine,suzuka,96694,6,96.69425813463846,dry,4,2024
56,oca,alpine,suzuka,96807,6,96.80708773698076,dry,4,2024
57,oca,alpine,suzuka,96789,6,96.78976082225077,dry,4,2024
58,oca,alpine,suzuka,96824,6,96.82481419379064,dry,4,2024
59,oca,alpine,suzuka,96943,6,96.94315986229978,dry,4,2024
60,oca,alpine,suzuka,96904,6,96.9044933685005,dry,4,2024
1,gas,alpine,suzuka,95006,6,95.00629528530888,dry,4,2024
2,gas,alpine,suzuka,95199,6,95.19979339960949,dry,4,2024
3,gas,alpine,suzuka,95203,6,95.20334861243256,dry,4,2024
4,gas,alpine,suzuka,95108,6,95.10887979951906,dry,4,2024
5,gas,alpine,suzuka,95220,6,95.22040646354833,dry,4,2024
6,gas,alpine,suzuka,95238,6,95.23820281388154,dry,4,2024
7,gas,alpine,suzuka,95318,6,95.31863100863194,dry,4,2024
8,gas,alpine,suzuka,95402,6,95.40214160318305,dry,4,2024
9,gas,alpine,suzuka,95173,6,95.17343311883319,dry,4,2024
10,gas,alpine,suzuka,95434,6,95.43492283882718,dry,4,2024
11,gas,alpine,suzuka,95500,6,95.50034633044784,dry,4,2024
12,gas,alpine,suzuka,95485,6,95.48563470618645,dry,4,2024
13,gas,alpine,suzuka,95538,6,95.53871081772198,dry,4,2024
14,gas,alpine,suzuka,95551,6,95.5515672274487,dry,4,2024
15,gas,alpine,suzuka,95546,6,95.54616785890703,dry,4,2024
16,gas,alpine,suzuka,95645,6,95.6453358674078,dry,4,2024
17,gas,alpine,suzuka,95628,6,95.62823910107873,dry,4,2024
18,gas,alpine,suzuka,95696,6,95.6964980619219,dry,4,2024
19,gas,alpine,suzuka,95498,6,95.4981856870109,dry,4,2024
20,gas,alpine,suzuka,95869,6,95.86979750048108,dry,4,2024
21,gas,alpine,suzuka,95806,6,95.80625666751915,dry,4,2024
22,gas,alpine,suzuka,95920,6,95.92059750618218,dry,4,2024
23,gas,alpine,suzuka,95956,6,95.9564184873781,dry,4,2024
24,gas,alpine,suzuka,95851,6,95.85183353859883,dry,4,2024
25,gas,alpine,suzuka,96104,6,96.10422307722489,dry,4,2024
26,gas,alpine,suzuka,96046,6,96.04621761626163,dry,4,2024
27,gas,alpine,suzuka,96088,6,96.08872635074307,dry,4,2024
28,gas,alpine,suzuka,96145,6,96.14518443057254,dry,4,2024
29,gas,alpine,suzuka,96136,6,96.13687634067513,dry,4,2024
30,gas,alpine,suzuka,96351,6,96.35195236601935,dry,4,2024
31,gas,alpine,suzuka,96436,6,96.43686417659275,dry,4,2024
32,gas,alpine,suzuka,96301,6,96.30194782109494,dry,4,2024
33,gas,alpine,suzuka,96436,6,96.43626508970436,dry,4,2024
34,gas,alpine,suzuka,96425,6,96.42530516928655,dry,4,2024
35,gas,alpine,suzuka,96630,6,96.63065730155735,dry,4,2024
36,gas,alpine,suzuka,96530,6,96.53041618221131,dry,4,2024
37,gas,alpine,suzuka,96537,6,96.53778860510343,dry,4,2024
38,gas,alpine,suzuka,96599,6,96.59926191859708,dry,4,2024
39,gas,alpine,suzuka,96698,6,96.69898878104415,dry,4,2024
40,gas,alpine,suzuka,96867,6,96.86751689706526,dry,4,2024
41,gas,alpine,suzuka,96859,6,96.85998706565928,dry,4,2024
42,gas,alpine,suzuka,96786,6,96.78646109125896,dry,4,2024
43,gas,alpine,suzuka,96882,6,96.88224869710666,dry,4,2024
44,gas,alpine,suzuka,96929,6,96.92997130697532,dry,4,2024
45,gas,alpine,suzuka,97043,6,97.04308478801322,dry,4,2024
46,gas,alpine,suzuka,96953,6,96.95382087950041,dry,4,2024
47,gas,alpine,suzuka,96864,6,96.8642497530274,dry,4,2024
48,gas,alpine,suzuka,96965,6,96.9650768839684,dry,4,2024
49,gas,alpine,suzuka,96975,6,96.97552106893421,dry,4,2024
50,gas,alpine,suzuka,96953,6,96.95365027568526,dry,4,2024
51,gas,alpine,suzuka,96959,6,96.95931024437873,dry,4,2024
52,gas,alpine,suzuka,96988,6,96.98859352824029,dry,4,2024
53,gas,alpine,suzuka,97119,6,97.11938966778573,dry,4,2024
54,gas,alpine,suzuka,97054,6,97.0546771187055,dry,4,2024
55,gas,alpine,suzuka,96992,6,96.99213397053815,dry,4,2024
56,gas,alpine,suzuka,96981,6,96.98112150964836,dry,4,2024
57,gas,alpine,suzuka,97156,6,97.15611109245384,dry,4,2024
58,gas,alpine,suzuka,97042,6,97.04207405313268,dry,4,2024
59,gas,alpine,suzuka,97057,6,97.05768710498018,dry,4,2024
60,gas,alpine,suzuka,97025,6,97.02569254252526,dry,4,2024
1,alb,williams,suzuka,91518,19,91.51861920670557,dry,4,2024
2,alb,williams,suzuka,91580,19,91.58006490055651,dry,4,2024
3,alb,williams,suzuka,91638,19,91.63882150038644,dry,4,2024
4,alb,williams,suzuka,91644,19,91.64490531016857,dry,4,2024
5,alb,williams,suzuka,91662,19,91.6625772879554,dry,4,2024
6,alb,williams,suzuka,91585,19,91.585216336429,dry,4,2024
7,alb,williams,suzuka,91680,19,91.68052605109584,dry,4,2024
8,alb,williams,suzuka,91706,19,91.70693482302025,dry,4,2024
9,alb,williams,suzuka,91891,19,91.89167524454608,dry,4,2024
10,alb,williams,suzuka,91763,19,91.76328235802863,dry,4,2024
11,alb,williams,suzuka,91815,19,91.81539068730264,dry,4,2024
12,alb,williams,suzuka,91733,19,91.73343050123353,dry,4,2024
13,alb,williams,suzuka,91983,19,91.98301143544788,dry,4,2024
14,alb,williams,suzuka,92030,19,92.03050196011,dry,4,2024
15,alb,williams,suzuka,91906,19,91.90672987007646,dry,4,2024
16,alb,williams,suzuka,91904,19,91.90429117958774,dry,4,2024
17,alb,williams,suzuka,92073,19,92.07380438260145,dry,4,2024
18,alb,williams,suzuka,92063,19,92.06393966446369,dry,4,2024
19,alb,williams,suzuka,92107,19,92.10772783546187,dry,4,2024
20,alb,williams,suzuka,92361,19,92.36144459582556,dry,4,2024
21,alb,williams,suzuka,92272,19,92.27201993833731,dry,4,2024
22,alb,williams,suzuka,92422,19,92.42251562321754,dry,4,2024
23,alb,williams,suzuka,92465,19,92.46561669665365,dry,4,2024
24,alb,williams,suzuka,92387,19,92.3873274366986,dry,4,2024
25,alb,williams,suzuka,92457,19,92.45779538588167,dry,4,2024
26,alb,williams,suzuka,92555,19,92.55592122512387,dry,4,2024
27,alb,williams,suzuka,92600,19,92.60018568328104,dry,4,2024
28,alb,williams,suzuka,92647,19,92.6476682532038,dry,4,2024
29,alb,williams,suzuka,92679,19,92.67939021122463,dry,4,2024
30,alb,williams,suzuka,92700,19,92.7004545022665,dry,4,2024
31,alb,williams,suzuka,92804,19,92.80450797204806,dry,4,2024
32,alb,williams,suzuka,92829,19,92.8296983478902,dry,4,2024
33,alb,williams,suzuka,92662,19,92.6625449496735,dry,4,2024
34,alb,williams,suzuka,92936,19,92.93684710426945,dry,4,2024
35,alb,williams,suzuka,92965,19,92.96560397330246,dry,4,2024
36,alb,williams,suzuka,93115,19,93.1152311820278,dry,4,2024
37,alb,williams,suzuka,93115,19,93.11599643985248,dry,4,2024
38,alb,williams,suzuka,93041,19,93.04161264080794,dry,4,2024
39,alb,williams,suzuka,93095,19,93.09540907316591,dry,4,2024
40,alb,williams,suzuka,93171,19,93.17142745939795,dry,4,2024
41,alb,williams,suzuka,93330,19,93.33093789164448,dry,4,2024
42,alb,williams,suzuka,93272,19,93.27268313844455,dry,4,2024
43,alb,williams,suzuka,93369,19,93.36913441549372,dry,4,2024
44,alb,williams,suzuka,93397,19,93.39700463250442,dry,4,2024
45,alb,williams,suzuka,93397,19,93.39761912080708,dry,4,2024
46,alb,williams,suzuka,93469,19,93.46954579073626,dry,4,2024
47,alb,williams,suzuka,93418,19,93.41872826097745,dry,4,2024
48,alb,williams,suzuka,93413,19,93.41376656166835,dry,4,2024
49,alb,williams,suzuka,93471,19,93.47149304594666,dry,4,2024
50,alb,williams,suzuka,93416,19,93.41617669846237,dry,4,2024
51,alb,williams,suzuka,93542,19,93.54216580713305,dry,4,2024
52,alb,williams,suzuka,93495,19,93.49598541835968,dry,4,2024
53,alb,williams,suzuka,93377,19,93.37743349961568,dry,4,2024
54,alb,williams,suzuka,93409,19,93.40969857082615,dry,4,2024
55,alb,williams,suzuka,93433,19,93.4332131521854,dry,4,2024
56,alb,williams,suzuka,93498,19,93.49851657560106,dry,4,2024
57,alb,williams,suzuka,93421,19,93.42145521101473,dry,4,2024
58,alb,williams,suzuka,93610,19,93.61020525603179,dry,4,2024
59,alb,williams,suzuka,93504,19,93.50449981877593,dry,4,2024
60,alb,williams,suzuka,93440,19,93.44025581638402,dry,4,2024
1,sar,williams,suzuka,84482,5,84.48244925920514,dry,4,2024
2,sar,williams,suzuka,84504,5,84.50423912780823,dry,4,2024
3,sar,williams,suzuka,84827,5,84.82750382102367,dry,4,2024
4,sar,williams,suzuka,84778,5,84.7789969539482,dry,4,2024
5,sar,williams,suzuka,84704,5,84.70495363404837,dry,4,2024
6,sar,williams,suzuka,84919,5,84.91931405955619,dry,4,2024
7,sar,williams,suzuka,84815,5,84.81568899701554,dry,4,2024
8,sar,williams,suzuka,84793,5,84.79339891756088,dry,4,2024
9,sar,williams,suzuka,84877,5,84.87719346746411,dry,4,2024
10,sar,williams,suzuka,84904,5,84.90460853065895,dry,4,2024
11,sar,williams,suzuka,84936,5,84.93626717372022,dry,4,2024
12,sar,williams,suzuka,84869,5,84.86926196318637,dry,4,2024
13,sar,williams,suzuka,85209,5,85.20962286179844,dry,4,2024
14,sar,williams,suzuka,85017,5,85.01767446935327,dry,4,2024
15,sar,williams,suzuka,85111,5,85.111935982223,dry,4,2024
16,sar,williams,suzuka,84993,5,84.99329037190026,dry,4,2024
17,sar,williams,suzuka,85254,5,85.25452700909297,dry,4,2024
18,sar,williams,suzuka,85260,5,85.26025798625693,dry,4,2024
19,sar,williams,suzuka,85078,5,85.07839057377437,dry,4,2024
20,sar,williams,suzuka,85340,5,85.34044012262318,dry,4,2024
21,sar,williams,suzuka,85325,5,85.32546919785898,dry,4,2024
22,sar,williams,suzuka,85385,5,85.38572596768763,dry,4,2024
23,sar,williams,suzuka,85422,5,85.42216797818057,dry,4,2024
24,sar,williams,suzuka,85434,5,85.43442115259411,dry,4,2024
25,sar,williams,suzuka,85518,5,85.51868472174988,dry,4,2024
26,sar,williams,suzuka,85688,5,85.68896356388406,dry,4,2024
27,sar,williams,suzuka,85586,5,85.58635871501733,dry,4,2024
28,sar,williams,suzuka,85667,5,85.66701387766166,dry,4,2024
29,sar,williams,suzuka,85589,5,85.58926172432388,dry,4,2024
30,sar,williams,suzuka,85746,5,85.74686539441217,dry,4,2024
31,sar,williams,suzuka,85801,5,85.80147409498569,dry,4,2024
32,sar,williams,suzuka,85789,5,85.78927975996432,dry,4,2024
33,sar,williams,suzuka,85681,5,85.68143403862072,dry,4,2024
34,sar,williams,suzuka,86048,5,86.04888446297235,dry,4,2024
35,sar,williams,suzuka,86107,5,86.10779848377243,dry,4,2024
36,sar,williams,suzuka,86280,5,86.28098364089118,dry,4,2024
37,sar,williams,suzuka,86139,5,86.13912540082036,dry,4,2024
38,sar,williams,suzuka,86137,5,86.13745244986005,dry,4,2024
39,sar,williams,suzuka,86520,5,86.52056091114704,dry,4,2024
40,sar,williams,suzuka,86249,5,86.24924202887387,dry,4,2024
41,sar,williams,suzuka,86372,5,86.37281270891083,dry,4,2024
42,sar,williams,suzuka,86264,5,86.2644956841709,dry,4,2024
43,sar,williams,suzuka,86367,5,86.36763713498117,dry,4,2024
44,sar,williams,suzuka,86549,5,86.54910290533728,dry,4,2024
45,sar,williams,suzuka,86353,5,86.35367744151753,dry,4,2024
46,sar,williams,suzuka,86343,5,86.34374757053455,dry,4,2024
47,sar,williams,suzuka,86625,5,86.62597421283265,dry,4,2024
48,sar,williams,suzuka,86654,5,86.65464678623171,dry,4,2024
49,sar,williams,suzuka,86507,5,86.50762148448487,dry,4,2024
50,sar,williams,suzuka,86627,5,86.62738144733687,dry,4,2024
51,sar,williams,suzuka,86536,5,86.5360360310079,dry,4,2024
52,sar,williams,suzuka,86590,5,86.59093380471863,dry,4,2024
53,sar,williams,suzuka,86378,5,86.37864882643592,dry,4,2024
54,sar,williams,suzuka,86415,5,86.4159192180049,dry,4,2024
55,sar,williams,suzuka,86521,5,86.52108713054976,dry,4,2024
56,sar,williams,suzuka,86476,5,86.4768600966963,dry,4,2024
57,sar,williams,suzuka,86357,5,86.35715273775695,dry,4,2024
58,sar,williams,suzuka,86629,5,86.62969454301822,dry,4,2024
59,sar,williams,suzuka,86526,5,86.52621089569371,dry,4,2024
60,sar,williams,suzuka,86540,5,86.54047327948119,dry,4,2024
1,tss,rb,suzuka,89767,10,89.76770062590504,dry,4,2024
2,tss,rb,suzuka,89726,10,89.72614820679732,dry,4,2024
3,tss,rb,suzuka,89993,10,89.99315260000384,dry,4,2024
4,tss,rb,suzuka,89809,10,89.80910679127022,dry,4,2024
5,tss,rb,suzuka,89986,10,89.9868200163662,dry,4,2024
6,tss,rb,suzuka,89942,10,89.94214037680585,dry,4,2024
7,tss,rb,suzuka,89981,10,89.98167380714084,dry,4,2024
8,tss,rb,suzuka,90033,10,90.03312655924097,dry,4,2024
9,tss,rb,suzuka,90091,10,90.0916432439058,dry,4,2024
10,tss,rb,suzuka,90026,10,90.02632064751815,dry,4,2024
11,tss,rb,suzuka,90092,10,90.09236561528535,dry,4,2024
12,tss,rb,suzuka,90081,10,90.0813481318107,dry,4,2024
13,tss,rb,suzuka,90256,10,90.25696150788762,dry,4,2024
14,tss,rb,suzuka,90063,10,90.06300451414756,dry,4,2024
15,tss,rb,suzuka,90184,10,90.18479704669183,dry,4,2024
16,tss,rb,suzuka,90269,10,90.26952132883999,dry,4,2024
17,tss,rb,suzuka,90178,10,90.17898781964749,dry,4,2024
18,tss,rb,suzuka,90322,10,90.32249803843084,dry,4,2024
19,tss,rb,suzuka,90481,10,90.4817897408734,dry,4,2024
20,tss,rb,suzuka,90428,10,90.4285205693298,dry,4,2024
21,tss,rb,suzuka,90443,10,90.44377227462748,dry,4,2024
22,tss,rb,suzuka,90478,10,90.47843853129083,dry,4,2024
23,tss,rb,suzuka,90569,10,90.56955958174687,dry,4,2024
24,tss,rb,suzuka,90557,10,90.55755721488818,dry,4,2024
25,tss,rb,suzuka,90657,10,90.65719357967868,dry,4,2024
26,tss,rb,suzuka,90592,10,90.59202612805188,dry,4,2024
27,tss,rb,suzuka,90765,10,90.76525753107117,dry,4,2024
28,tss,rb,suzuka,90880,10,90.88094621648393,dry,4,2024
29,tss,rb,suzuka,90939,10,90.9394025094618,dry,4,2024
30,tss,rb,suzuka,90969,10,90.9691881123421,dry,4,2024
31,tss,rb,suzuka,90961,10,90.96161883452451,dry,4,2024
32,tss,rb,suzuka,91051,10,91.05118188335435,dry,4,2024
33,tss,rb,suzuka,91125,10,91.12528970066833,dry,4,2024
34,tss,rb,suzuka,91156,10,91.1565602590191,dry,4,2024
35,tss,rb,suzuka,91107,10,91.10725917254466,dry,4,2024
36,tss,rb,suzuka,91167,10,91.16719756519129,dry,4,2024
37,tss,rb,suzuka,91277,10,91.27730120567743,dry,4,2024
38,tss,rb,suzuka,91529,10,91.52909159656141,dry,4,2024
39,tss,rb,suzuka,91456,10,91.45651453915848,dry,4,2024
40,tss,rb,suzuka,91480,10,91.48029439863006,dry,4,2024
41,tss,rb,suzuka,91499,10,91.49988834302307,dry,4,2024
42,tss,rb,suzuka,91576,10,91.57623915991778,dry,4,2024
43,tss,rb,suzuka,91504,10,91.50455455942055,dry,4,2024
44,tss,rb,suzuka,91589,10,91.58971073662391,dry,4,2024
45,tss,rb,suzuka,91605,10,91.60586532269701,dry,4,2024
46,tss,rb,suzuka,91665,10,91.66588553031814,dry,4,2024
47,tss,rb,suzuka,91511,10,91.51112777079375,dry,4,2024
48,tss,rb,suzuka,91757,10,91.75793406835488,dry,4,2024
49,tss,rb,suzuka,91615,10,91.61531755890842,dry,4,2024
50,tss,rb,suzuka,91536,10,91.53602847594917,dry,4,2024
51,tss,rb,suzuka,91693,10,91.69326028872892,dry,4,2024
52,tss,rb,suzuka,91624,10,91.62409416466306,dry,4,2024
53,tss,rb,suzuka,91659,10,91.65968015217165,dry,4,2024
54,tss,rb,suzuka,91724,10,91.72454174454036,dry,4,2024
55,tss,rb,suzuka,91697,10,91.69724228606486,dry,4,2024
56,tss,rb,suzuka,91647,10,91.64763542782813,dry,4,2024
57,tss,rb,suzuka,91872,10,91.87257773204638,dry,4,2024
58,tss,rb,suzuka,91639,10,91.63954120385202,dry,4,2024
59,tss,rb,suzuka,91774,10,91.7749505391675,dry,4,2024
60,tss,rb,suzuka,91759,10,91.75953176882525,dry,4,2024
1,had,rb,suzuka,85726,6,85.72689040987366,dry,4,2024
2,had,rb,suzuka,85789,6,85.78996962693277,dry,4,2024
3,had,rb,suzuka,85613,6,85.61372393789645,dry,4,2024
4,had,rb,suzuka,85809,6,85.80957731992896,dry,4,2024
5,had,rb,suzuka,85762,6,85.76282861179506,dry,4,2024
6,had,rb,suzuka,85850,6,85.85022526154897,dry,4,2024
7,had,rb,suzuka,85632,6,85.63243795991005,dry,4,2024
8,had,rb,suzuka,86017,6,86.01772609768648,dry,4,2024
9,had,rb,suzuka,85840,6,85.84090876890373,dry,4,2024
10,had,rb,suzuka,85936,6,85.9369309932127,dry,4,2024
11,had,rb,suzuka,86133,6,86.13349761035349,dry,4,2024
12,had,rb,suzuka,85957,6,85.9576174345984,dry,4,2024
13,had,rb,suzuka,86145,6,86.14553454683706,dry,4,2024
14,had,rb,suzuka,86043,6,86.0435840801106,dry,4,2024
15,had,rb,suzuka,85926,6,85.92688857746454,dry,4,2024
16,had,rb,suzuka,86113,6,86.11318775766544,dry,4,2024
17,had,rb,suzuka,86140,6,86.14069198299636,dry,4,2024
18,had,rb,suzuka,86230,6,86.23030329948996,dry,4,2024
19,had,rb,suzuka,86222,6,86.22247797486393,dry,4,2024
20,had,rb,suzuka,86360,6,86.36076314673305,dry,4,2024
21,had,rb,suzuka,86225,6,86.22581290954716,dry,4,2024
22,had,rb,suzuka,86508,6,86.50863343932402,dry,4,2024
23,had,rb,suzuka,86390,6,86.39086960452498,dry,4,2024
24,had,rb,suzuka,86541,6,86.54132952491676,dry,4,2024
25,had,rb,suzuka,86413,6,86.41341197859636,dry,4,2024
26,had,rb,suzuka,86646,6,86.64627516793222,dry,4,2024
27,had,rb,suzuka,86827,6,86.82761625210998,dry,4,2024
28,had,rb,suzuka,86733,6,86.73395857610777,dry,4,2024
29,had,rb,suzuka,86751,6,86.7516373461813,dry,4,2024
30,had,rb,suzuka,86637,6,86.6371759593153,dry,4,2024
31,had,rb,suzuka,86730,6,86.73009430402242,dry,4,2024
32,had,rb,suzuka,86897,6,86.89700831659994,dry,4,2024
33,had,rb,suzuka,86827,6,86.82706169554667,dry,4,2024
34,had,rb,suzuka,87012,6,87.01225607571769,dry,4,2024
35,had,rb,suzuka,86869,6,86.86949093007826,dry,4,2024
36,had,rb,suzuka,87061,6,87.06152162877663,dry,4,2024
37,had,rb,suzuka,87176,6,87.17692920588058,dry,4,2024
38,had,rb,suzuka,87265,6,87.26521630397667,dry,4,2024
39,had,rb,suzuka,87106,6,87.10629622970025,dry,4,2024
40,had,rb,suzuka,87159,6,87.15977025335073,dry,4,2024
41,had,rb,suzuka,87378,6,87.37855194337106,dry,4,2024
42,had,rb,suzuka,87478,6,87.47848914570739,dry,4,2024
43,had,rb,suzuka,87406,6,87.40628200203464,dry,4,2024
44,had,rb,suzuka,87393,6,87.39323710464522,dry,4,2024
45,had,rb,suzuka,87584,6,87.58474487536729,dry,4,2024
46,had,rb,suzuka,87490,6,87.49070683678896,dry,4,2024
47,had,rb,suzuka,87505,6,87.5057793454392,dry,4,2024
48,had,rb,suzuka,87692,6,87.69272872667898,dry,4,2024
49,had,rb,suzuka,87484,6,87.48471320891966,dry,4,2024
50,had,rb,suzuka,87599,6,87.59973771478617,dry,4,2024
51,had,rb,suzuka,87603,6,87.60330924141623,dry,4,2024
52,had,rb,suzuka,87535,6,87.53525460126247,dry,4,2024
53,had,rb,suzuka,87459,6,87.4592382015376,dry,4,2024
54,had,rb,suzuka,87446,6,87.44661936372123,dry,4,2024
55,had,rb,suzuka,87523,6,87.52392981894056,dry,4,2024
56,had,rb,suzuka,87468,6,87.46873783372746,dry,4,2024
57,had,rb,suzuka,87818,6,87.81809333234135,dry,4,2024
58,had,rb,suzuka,87668,6,87.66814602519266,dry,4,2024
59,had,rb,suzuka,87569,6,87.56995265537039,dry,4,2024
60,had,rb,suzuka,87634,6,87.63405556069647,dry,4,2024
1,ant,sauber,suzuka,83060,17,83.06097221442687,dry,4,2024
2,ant,sauber,suzuka,83068,17,83.06843542039014,dry,4,2024
3,ant,sauber,suzuka,83105,17,83.10554160427849,dry,4,2024
4,ant,sauber,suzuka,82942,17,82.94238308380118,dry,4,2024
5,ant,sauber,suzuka,83158,17,83.15881648355936,dry,4,2024
6,ant,sauber,suzuka,83133,17,83.13339047251185,dry,4,2024
7,ant,sauber,suzuka,83290,17,83.29072010031763,dry,4,2024
8,ant,sauber,suzuka,83349,17,83.3497289356639,dry,4,2024
9,ant,sauber,suzuka,83486,17,83.48613301134282,dry,4,2024
10,ant,sauber,suzuka,83387,17,83.38728639887869,dry,4,2024
11,ant,sauber,suzuka,83502,17,83.50250696699284,dry,4,2024
12,ant,sauber,suzuka,83571,17,83.57192325703424,dry,4,2024
13,ant,sauber,suzuka,83553,17,83.553556287774,dry,4,2024
14,ant,sauber,suzuka,83616,17,83.61606023727819,dry,4,2024
15,ant,sauber,suzuka,83629,17,83.62900034009357,dry,4,2024
16,ant,sauber,suzuka,83653,17,83.65364788111232,dry,4,2024
17,ant,sauber,suzuka,83628,17,83.62841767450386,dry,4,2024
18,ant,sauber,suzuka,83538,17,83.53837814443067,dry,4,2024
19,ant,sauber,suzuka,83654,17,83.65453321824765,dry,4,2024
20,ant,sauber,suzuka,83750,17,83.75086653340735,dry,4,2024
21,ant,sauber,suzuka,83821,17,83.82141157962123,dry,4,2024
22,ant,sauber,suzuka,83894,17,83.89446027229901,dry,4,2024
23,ant,sauber,suzuka,83896,17,83.89623929290308,dry,4,2024
24,ant,sauber,suzuka,84026,17,84.02635700625719,dry,4,2024
25,ant,sauber,suzuka,84080,17,84.0805671520782,dry,4,2024
26,ant,sauber,suzuka,84055,17,84.05533198224781,dry,4,2024
27,ant,sauber,suzuka,84129,17,84.1293984021176,dry,4,2024
28,ant,sauber,suzuka,84058,17,84.05813803851836,dry,4,2024
29,ant,sauber,suzuka,84190,17,84.19094988754367,dry,4,2024
30,ant,sauber,suzuka,84348,17,84.34813441898298,dry,4,2024
31,ant,sauber,suzuka,84244,17,84.24418116104779,dry,4,2024
32,ant,sauber,suzuka,84308,17,84.30816475071381,dry,4,2024
33,ant,sauber,suzuka,84275,17,84.27565675713696,dry,4,2024
34,ant,sauber,suzuka,84470,17,84.47017200359493,dry,4,2024
35,ant,sauber,suzuka,84612,17,84.61279589853672,dry,4,2024
36,ant,sauber,suzuka,84723,17,84.72357607486468,dry,4,2024
37,ant,sauber,suzuka,84567,17,84.56724892169568,dry,4,2024
38,ant,sauber,suzuka,84570,17,84.57042549538154,dry,4,2024
39,ant,sauber,suzuka,84671,17,84.67190178676083,dry,4,2024
40,ant,sauber,suzuka,84918,17,84.91874756699417,dry,4,2024
41,ant,sauber,suzuka,84807,17,84.80748982703038,dry,4,2024
42,ant,sauber,suzuka,84680,17,84.68048386711664,dry,4,2024
43,ant,sauber,suzuka,84589,17,84.58948968858047,dry,4,2024
44,ant,sauber,suzuka,85037,17,85.03772912117824,dry,4,2024
45,ant,sauber,suzuka,84874,17,84.87407779385927,dry,4,2024
46,ant,sauber,suzuka,84981,17,84.98175515646491,dry,4,2024
47,ant,sauber,suzuka,84917,17,84.91726497875594,dry,4,2024
48,ant,sauber,suzuka,85041,17,85.04165479359793,dry,4,2024
49,ant,sauber,suzuka,85118,17,85.11881937334994,dry,4,2024
50,ant,sauber,suzuka,85013,17,85.01367587973456,dry,4,2024
51,ant,sauber,suzuka,84996,17,84.99690143134578,dry,4,2024
52,ant,sauber,suzuka,85184,17,85.18474821368841,dry,4,2024
53,ant,sauber,suzuka,84843,17,84.84315504724447,dry,4,2024
54,ant,sauber,suzuka,85081,17,85.08119203312484,dry,4,2024
55,ant,sauber,suzuka,85113,17,85.11302194864773,dry,4,2024
56,ant,sauber,suzuka,85152,17,85.1521664284328,dry,4,2024
57,ant,sauber,suzuka,85098,17,85.09874695701141,dry,4,2024
58,ant,sauber,suzuka,84987,17,84.98748576900907,dry,4,2024
59,ant,sauber,suzuka,84849,17,84.84922734154638,dry,4,2024
60,ant,sauber,suzuka,84977,17,84.97702465765408,dry,4,2024
1,hur,sauber,suzuka,92401,11,92.40193437942152,dry,4,2024
2,hur,sauber,suzuka,92490,11,92.49056639685222,dry,4,2024
